t(s)	u_raw(m/s)	v_raw(m/s)	w_raw(m/s)	u_despiked(m/s)	v_despiked(m/s)	w_despiked(m/s)
39.12	0.163	0.058	0.01	0.163	0.058	0.01
39.14	0.163	0.058	0.001	0.163	0.058	0.001
39.16	0.132	0.059	0.025	0.132	0.059	0.025
39.18	0.126	0.051	0.016	0.126	0.051	0.016
39.2	0.131	0.051	0.01	0.131	0.051	0.01
39.22	0.139	0.061	0.015	0.139	0.061	0.015
39.24	0.172	0.073	0.033	0.172	0.073	0.033
39.26	0.158	0.086	0.022	0.158	0.086	0.022
39.28	0.154	0.102	0.02	0.154	0.102	0.02
39.3	0.152	0.114	0.015	0.152	0.114	0.015
39.32	0.162	0.125	0.038	0.162	0.125	0.038
39.34	0.134	0.13	0.049	0.134	0.13	0.049
39.36	0.136	0.116	0.019	0.136	0.116	0.019
39.38	0.144	0.113	0.001	0.144	0.113	0.001
39.4	0.152	0.108	0.041	0.152	0.108	0.041
39.42	0.15	0.103	-0.001	0.15	0.103	-0.001
39.44	0.139	0.1	-0.019	0.139	0.1	-0.019
39.46	0.142	0.096	-0.001	0.142	0.096	-0.001
39.48	0.096	0.088	0.01	0.096	0.088	0.01
39.5	0.094	0.073	0.015	0.094	0.073	0.015
39.52	0.105	0.068	0.01	0.105	0.068	0.01
39.54	0.102	0.064	-0.019	0.102	0.064	-0.019
39.56	0.096	0.057	-0.014	0.096	0.057	-0.014
39.58	0.11	0.06	-0.008	0.11	0.06	-0.008
39.6	0.11	0.056	-0.01	0.11	0.056	-0.01
39.62	0.098	0.059	-0.014	0.098	0.059	-0.014
39.64	0.058	0.06	0.003	0.058	0.06	0.003
39.66	0.058	0.047	0.016	0.058	0.047	0.016
39.68	0.078	0.042	0.025	0.078	0.042	0.025
39.7	0.092	0.045	0.007	0.092	0.045	0.007
39.72	0.096	0.059	0.014	0.096	0.059	0.014
39.74	0.08	0.069	0.046	0.08	0.069	0.046
39.76	0.102	0.074	0.034	0.102	0.074	0.034
39.78	0.102	0.079	0.023	0.102	0.079	0.023
39.8	0.104	0.085	0.03	0.104	0.085	0.03
39.82	0.084	0.093	0.013	0.084	0.093	0.013
39.84	0.058	0.105	-0.015	0.058	0.105	-0.015
39.86	0.021	0.109	-0.026	0.021	0.109	-0.026
39.88	0.023	0.114	-0.012	0.023	0.114	-0.012
39.9	0.025	0.117	0.022	0.025	0.117	0.022
39.92	0.021	0.112	-0.014	0.021	0.112	-0.014
39.94	0.023	0.109	-0.027	0.023	0.109	-0.027
39.96	0.04	0.11	0.011	0.04	0.11	0.011
39.98	0.044	0.112	0.072	0.044	0.112	0.072
40	0.03	0.115	0.007	0.03	0.115	0.007
40.02	0.034	0.121	-0.013	0.034	0.121	-0.013
40.04	0.036	0.117	-0.013	0.036	0.117	-0.013
40.06	0.021	0.109	-0.012	0.021	0.109	-0.012
40.08	0.021	0.108	0.032	0.021	0.108	0.032
40.1	0.025	0.111	0.03	0.025	0.111	0.03
40.12	0.017	0.108	0.042	0.017	0.108	0.042
40.14	-0.002	0.105	0.063	-0.002	0.105	0.063
40.16	0.008	0.109	0.091	0.008	0.109	0.091
40.18	0.004	0.104	0.018	0.004	0.104	0.018
40.2	-0.002	0.094	-0.01	-0.002	0.094	-0.01
40.22	-0.015	0.095	0.016	-0.015	0.095	0.016
40.24	0.008	0.085	-0.007	0.008	0.085	-0.007
40.26	0.014	0.072	-0.03	0.014	0.072	-0.03
40.28	0.012	0.061	-0.031	0.012	0.061	-0.031
40.3	-0.014	0.048	-0.051	-0.014	0.048	-0.051
40.32	-0.038	0.041	-0.064	-0.038	0.041	-0.064
40.34	-0.054	0.041	-0.032	-0.054	0.041	-0.032
40.36	-0.032	0.043	-0.03	-0.032	0.043	-0.03
40.38	-0.026	0.04	-0.035	-0.026	0.04	-0.035
40.4	-0.032	0.035	-0.034	-0.032	0.035	-0.034
40.42	-0.034	0.032	-0.054	-0.034	0.032	-0.054
40.44	-0.023	0.03	-0.057	-0.023	0.03	-0.057
40.46	-0.021	0.035	-0.029	-0.021	0.035	-0.029
40.48	-0.026	0.034	-0.037	-0.026	0.034	-0.037
40.5	-0.04	0.033	-0.023	-0.04	0.033	-0.023
40.52	-0.044	0.031	-0.026	-0.044	0.031	-0.026
40.54	-0.064	0.03	-0.021	-0.064	0.03	-0.021
40.56	-0.081	0.03	-0.035	-0.081	0.03	-0.035
40.58	-0.084	0.033	-0.026	-0.084	0.033	-0.026
40.6	-0.066	0.034	-0.005	-0.066	0.034	-0.005
40.62	-0.074	0.038	0.008	-0.074	0.038	0.008
40.64	-0.077	0.043	0.025	-0.077	0.043	0.025
40.66	-0.09	0.044	0.012	-0.09	0.044	0.012
40.68	-0.076	0.049	0.035	-0.076	0.049	0.035
40.7	-0.076	0.048	-0.005	-0.076	0.048	-0.005
40.72	-0.07	0.049	-0.026	-0.07	0.049	-0.026
40.74	-0.092	0.05	-0.015	-0.092	0.05	-0.015
40.76	-0.108	0.05	-0.05	-0.108	0.05	-0.05
40.78	-0.106	0.056	-0.026	-0.106	0.056	-0.026
40.8	-0.104	0.061	-0.003	-0.104	0.061	-0.003
40.82	-0.094	0.064	-0.001	-0.094	0.064	-0.001
40.84	-0.09	0.064	-0.033	-0.09	0.064	-0.033
40.86	-0.08	0.064	-0.054	-0.08	0.064	-0.054
40.88	-0.064	0.066	-0.046	-0.064	0.066	-0.046
40.9	-0.072	0.066	-0.006	-0.072	0.066	-0.006
40.92	-0.072	0.061	-0.006	-0.072	0.061	-0.006
40.94	-0.077	0.057	-0.016	-0.077	0.057	-0.016
40.96	-0.096	0.049	-0.017	-0.096	0.049	-0.017
40.98	-0.102	0.038	-0.022	-0.102	0.038	-0.022
41	-0.116	0.036	-0.022	-0.116	0.036	-0.022
41.02	-0.126	0.037	-0.01	-0.126	0.037	-0.01
41.04	-0.139	0.041	-0.017	-0.139	0.041	-0.017
41.06	-0.142	0.041	-0.037	-0.142	0.041	-0.037
41.08	-0.138	0.038	-0.06	-0.138	0.038	-0.06
41.1	-0.124	0.036	-0.071	-0.124	0.036	-0.071
41.12	-0.12	0.035	-0.035	-0.12	0.035	-0.035
41.14	-0.108	0.031	-0.021	-0.108	0.031	-0.021
41.16	-0.112	0.032	-0.03	-0.112	0.032	-0.03
41.18	-0.109	0.032	-0.001	-0.109	0.032	-0.001
41.2	-0.106	0.033	-0.003	-0.106	0.033	-0.003
41.22	-0.106	0.032	-0.003	-0.106	0.032	-0.003
41.24	-0.114	0.034	-0.038	-0.114	0.034	-0.038
41.26	-0.124	0.037	-0.048	-0.124	0.037	-0.048
41.28	-0.11	0.043	-0.033	-0.11	0.043	-0.033
41.3	-0.118	0.039	-0.024	-0.118	0.039	-0.024
41.32	-0.139	0.038	-0.022	-0.139	0.038	-0.022
41.34	-0.14	0.038	-0.062	-0.14	0.038	-0.062
41.36	-0.128	0.044	-0.02	-0.128	0.044	-0.02
41.38	-0.122	0.05	0.006	-0.122	0.05	0.006
41.4	-0.122	0.051	0.016	-0.122	0.051	0.016
41.42	-0.112	0.056	0.023	-0.112	0.056	0.023
41.44	-0.116	0.059	0.013	-0.116	0.059	0.013
41.46	-0.122	0.062	0.015	-0.122	0.062	0.015
41.48	-0.12	0.06	-0.004	-0.12	0.06	-0.004
41.5	-0.12	0.065	0.022	-0.12	0.065	0.022
41.52	-0.096	0.064	0.043	-0.096	0.064	0.043
41.54	-0.1	0.063	0.071	-0.1	0.063	0.071
41.56	-0.132	0.065	0.056	-0.132	0.065	0.056
41.58	-0.148	0.064	0.012	-0.148	0.064	0.012
41.6	-0.168	0.072	0.04	-0.168	0.072	0.04
41.62	-0.13	0.076	0.043	-0.13	0.076	0.043
41.64	-0.133	0.068	0.019	-0.133	0.068	0.019
41.66	-0.118	0.061	0.005	-0.118	0.061	0.005
41.68	-0.126	0.061	0.028	-0.126	0.061	0.028
41.7	-0.15	0.065	0.009	-0.15	0.065	0.009
41.72	-0.126	0.066	0.003	-0.126	0.066	0.003
41.74	-0.126	0.062	0.041	-0.126	0.062	0.041
41.76	-0.144	0.065	0.027	-0.144	0.065	0.027
41.78	-0.192	0.07	0.018	-0.192	0.07	0.018
41.8	-0.19	0.068	0.027	-0.19	0.068	0.027
41.82	-0.186	0.067	0.02	-0.186	0.067	0.02
41.84	-0.17	0.071	0.002	-0.17	0.071	0.002
41.86	-0.148	0.072	-0.014	-0.148	0.072	-0.014
41.88	-0.137	0.066	-0.034	-0.137	0.066	-0.034
41.9	-0.132	0.06	-0.039	-0.132	0.06	-0.039
41.92	-0.166	0.053	-0.028	-0.166	0.053	-0.028
41.94	-0.192	0.055	-0.015	-0.192	0.055	-0.015
41.96	-0.194	0.057	-0.002	-0.194	0.057	-0.002
41.98	-0.188	0.055	-0.009	-0.188	0.055	-0.009
42	-0.182	0.047	-0.011	-0.182	0.047	-0.011
42.02	-0.169	0.035	-0.018	-0.169	0.035	-0.018
42.04	-0.174	0.029	-0.025	-0.174	0.029	-0.025
42.06	-0.167	0.025	-0.027	-0.167	0.025	-0.027
42.08	-0.188	0.03	-0.023	-0.188	0.03	-0.023
42.1	-0.22	0.038	-0.016	-0.22	0.038	-0.016
42.12	-0.206	0.043	-0.017	-0.206	0.043	-0.017
42.14	-0.234	0.048	-0.026	-0.234	0.048	-0.026
42.16	-0.236	0.054	-0.046	-0.236	0.054	-0.046
42.18	-0.234	0.053	-0.045	-0.234	0.053	-0.045
42.2	-0.222	0.052	-0.045	-0.222	0.052	-0.045
42.22	-0.222	0.056	-0.037	-0.222	0.056	-0.037
42.24	-0.225	0.056	-0.029	-0.225	0.056	-0.029
42.26	-0.222	0.046	-0.012	-0.222	0.046	-0.012
42.28	-0.222	0.046	-0.017	-0.222	0.046	-0.017
42.3	-0.21	0.044	-0.017	-0.21	0.044	-0.017
42.32	-0.198	0.039	-0.003	-0.198	0.039	-0.003
42.34	-0.216	0.036	0.06	-0.216	0.036	0.06
42.36	-0.238	0.033	0.033	-0.238	0.033	0.033
42.38	-0.236	0.04	0.006	-0.236	0.04	0.006
42.4	-0.234	0.038	0.018	-0.234	0.038	0.018
42.42	-0.268	0.027	-0.012	-0.268	0.027	-0.012
42.44	-0.289	0.028	-0.036	-0.289	0.028	-0.036
42.46	-0.25	0.033	-0.023	-0.25	0.033	-0.023
42.48	-0.233	0.019	-0.046	-0.233	0.019	-0.046
42.5	-0.272	0.005	-0.054	-0.272	0.005	-0.054
42.52	-0.278	0.001	-0.017	-0.278	0.001	-0.017
42.54	-0.298	0.008	0.028	-0.298	0.008	0.028
42.56	-0.286	0.017	0.123	-0.286	0.017	0.123
42.58	-0.25	0.019	0.109	-0.25	0.019	0.109
42.6	-0.27	0.009	0.17	-0.27	0.009	0.17
42.62	-0.272	0.017	0.267	-0.272	0.017	0.267
42.64	-0.266	0.017	0.225	-0.266	0.017	NaN
42.66	-0.262	0.026	0.215	-0.262	0.026	NaN
42.68	-0.284	0.034	0.298	-0.284	0.034	NaN
42.7	-0.28	0.035	0.337	-0.28	0.035	NaN
42.72	-0.268	0.034	0.213	-0.268	0.034	NaN
42.74	-0.276	0.028	0.303	-0.276	0.028	NaN
42.76	-0.27	0.029	0.35	-0.27	0.029	NaN
42.78	-0.254	0.021	0.265	-0.254	0.021	NaN
42.8	-0.268	0.008	0.247	-0.268	0.008	NaN
42.82	-0.298	0.007	0.327	-0.298	0.007	NaN
42.84	-0.3	0.012	0.327	-0.3	0.012	NaN
42.86	-0.289	0.017	0.346	-0.289	0.017	NaN
42.88	-0.304	0.021	0.28	-0.304	0.021	NaN
42.9	-0.288	0.018	0.331	-0.288	0.018	NaN
42.92	-0.306	0.015	0.359	-0.306	0.015	NaN
42.94	-0.28	0.022	0.289	-0.28	0.022	NaN
42.96	-0.289	0.025	0.295	-0.289	0.025	NaN
42.98	-0.288	0.024	0.258	-0.288	0.024	NaN
43	-0.264	0.012	0.307	-0.264	0.012	NaN
43.02	-0.276	-0.002	0.27	-0.276	-0.002	NaN
43.04	-0.293	-0.008	0.353	-0.293	-0.008	NaN
43.06	-0.316	0.009	0.357	-0.316	0.009	NaN
43.08	-0.304	0.012	0.339	-0.304	0.012	NaN
43.1	-0.293	0.015	0.288	-0.293	0.015	NaN
43.12	-0.31	0.015	0.299	-0.31	0.015	NaN
43.14	-0.318	0.016	0.307	-0.318	0.016	NaN
43.16	-0.332	0.013	0.375	-0.332	0.013	NaN
43.18	-0.33	0.016	0.306	-0.33	0.016	NaN
43.2	-0.324	0.021	0.319	-0.324	0.021	NaN
43.22	-0.35	0.021	0.375	-0.35	0.021	NaN
43.24	-0.346	0.033	0.374	-0.346	0.033	NaN
43.26	-0.334	0.035	0.441	-0.334	0.035	NaN
43.28	-0.338	0.035	0.416	-0.338	0.035	NaN
43.3	-0.344	0.033	0.38	-0.344	0.033	NaN
43.32	-0.346	0.038	0.358	-0.346	0.038	NaN
43.34	-0.319	0.04	0.43	-0.319	0.04	NaN
43.36	-0.312	0.03	0.285	-0.312	0.03	NaN
43.38	-0.342	0.019	0.279	-0.342	0.019	NaN
43.4	-0.326	0.023	0.331	-0.326	0.023	NaN
43.42	-0.342	0.019	0.386	-0.342	0.019	NaN
43.44	-0.314	0.023	0.306	-0.314	0.023	NaN
43.46	-0.324	0.018	0.367	-0.324	0.018	NaN
43.48	-0.338	0.017	0.29	-0.338	0.017	NaN
43.5	-0.282	0.039	0.137	-0.282	0.039	NaN
43.52	-0.334	0.029	0.363	-0.334	0.029	NaN
43.54	-0.308	0.034	0.242	-0.308	0.034	NaN
43.56	-0.288	0.03	0.246	-0.288	0.03	NaN
43.58	-0.322	0.029	0.232	-0.322	0.029	NaN
43.6	-0.286	0.022	0.253	-0.286	0.022	NaN
43.62	-0.294	0.033	0.311	-0.294	0.033	NaN
43.64	-0.286	0.039	0.215	-0.286	0.039	NaN
43.66	-0.254	0.047	0.132	-0.254	0.047	NaN
43.68	-0.28	0.048	0.098	-0.28	0.048	NaN
43.7	-0.266	0.046	0.03	-0.266	0.046	NaN
43.72	-0.285	0.05	0.075	-0.285	0.05	NaN
43.74	-0.29	0.045	0.25	-0.29	0.045	NaN
43.76	-0.224	0.056	0.192	-0.224	0.056	NaN
43.78	-0.232	0.046	-2.942	-0.232	0.046	NaN
43.8	-0.202	0.058	2.883	-0.202	0.058	NaN
43.82	-0.222	0.054	-0.089	-0.222	0.054	NaN
43.84	-0.232	0.056	0.015	-0.232	0.056	NaN
43.86	-0.227	0.066	-0.293	-0.227	0.066	NaN
43.88	-0.186	0.071	-0.145	-0.186	0.071	NaN
43.9	-0.14	0.07	-0.269	-0.14	0.07	NaN
43.92	-0.172	0.054	-0.438	-0.172	0.054	NaN
43.94	-0.137	0.055	-0.43	-0.137	0.055	NaN
43.96	-0.08	0.078	-0.12	-0.08	0.078	NaN
43.98	-0.11	0.073	-0.003	-0.11	0.073	NaN
44	-0.138	0.064	0.016	-0.138	0.064	NaN
44.02	-0.116	0.076	-0.292	-0.116	0.076	NaN
44.04	-0.148	0.055	-0.355	-0.148	0.055	NaN
44.06	-0.072	0.062	-0.054	-0.072	0.062	NaN
44.08	-0.058	0.059	-0.061	-0.058	0.059	NaN
44.1	-0.084	0.047	0.009	-0.084	0.047	NaN
44.12	-0.03	0.018	0.303	-0.03	0.018	NaN
44.14	-0.019	0.012	0.203	-0.019	0.012	NaN
44.16	-0.038	-0.005	-0.492	-0.038	-0.005	NaN
44.18	-0.006	0.012	-2.289	-0.006	0.012	NaN
44.2	-0.01	0.023	0.014	-0.01	0.023	NaN
44.22	0.013	0.001	0.007	0.013	0.001	NaN
44.24	-0.019	0.015	-3.013	-0.019	0.015	NaN
44.26	-0.006	-0.015	0.283	-0.006	-0.015	NaN
44.28	0.011	-0.015	-0.237	0.011	-0.015	NaN
44.3	-0.008	0.001	0.005	-0.008	0.001	NaN
44.32	0.02	-0.01	0.079	0.02	-0.01	NaN
44.34	0.035	-0.017	-2.688	0.035	-0.017	NaN
44.36	0.001	-0.054	-0.281	0.001	-0.054	NaN
44.38	0.043	-0.026	0.132	0.043	-0.026	NaN
44.4	0.02	-0.041	0.409	0.02	-0.041	NaN
44.42	0.018	-0.046	-2.808	0.018	-0.046	NaN
44.44	0.025	-0.041	-0.211	0.025	-0.041	NaN
44.46	0.079	-0.061	-5.186	NaN	-0.061	NaN
44.48	0.75	-0.207	-7.097	NaN	NaN	NaN
44.5	2.362	0.346	4.041	NaN	NaN	NaN
44.52	1.366	-0.448	1.387	NaN	NaN	NaN
44.54	2.4	-0.716	-2.566	NaN	NaN	NaN
44.56	0.422	-0.158	2.187	NaN	NaN	NaN
44.58	-0.832	1.303	3.98	NaN	NaN	NaN
44.6	2.509	0.116	-7.139	NaN	NaN	NaN
44.62	0.213	-1.283	-4.108	NaN	NaN	NaN
44.64	0.999	-0.544	-4.228	NaN	NaN	NaN
44.66	-0.254	-0.333	-3.439	NaN	NaN	NaN
44.68	0.999	-0.544	-2.737	NaN	NaN	NaN
44.7	2.002	-0.818	-3.537	NaN	NaN	NaN
44.72	-5.52	0.174	0.065	NaN	NaN	NaN
44.74	4.521	0.638	7.331	NaN	NaN	NaN
44.76	2.002	-0.818	-8.702	NaN	NaN	NaN
44.78	3.013	0.381	2.036	NaN	NaN	NaN
44.8	-3.007	0.558	2.799	NaN	NaN	NaN
44.82	0.773	-1.138	-4.217	NaN	NaN	NaN
44.84	2.755	-0.891	-10.198	NaN	NaN	NaN
44.86	4.478	-0.425	-0.712	NaN	NaN	NaN
44.88	-0.003	-0.268	-4.591	NaN	NaN	NaN
44.9	1.503	-0.145	-5.012	NaN	NaN	NaN
44.92	1.439	-0.128	0.801	NaN	NaN	NaN
44.94	0.999	-0.544	-3.594	NaN	NaN	NaN
44.96	-1.009	-0.529	-4.883	NaN	NaN	NaN
44.98	2.432	0.364	-2.184	NaN	NaN	NaN
45	-0.003	-0.268	-3.488	NaN	NaN	NaN
45.02	4.012	-0.297	-5.417	NaN	NaN	NaN
45.04	1.501	-0.413	-9.939	NaN	NaN	NaN
45.06	2.008	0.253	0.526	NaN	NaN	NaN
45.08	0.499	-0.137	-1.411	NaN	NaN	NaN
45.1	2.008	0.253	-0.169	NaN	NaN	NaN
45.12	-0.009	-1.073	-7.828	NaN	NaN	NaN
45.14	4.016	0.239	-3.668	NaN	NaN	NaN
45.16	-0.253	-0.199	-4.84	NaN	NaN	NaN
45.18	2.509	0.116	-5.011	NaN	NaN	NaN
45.2	1.503	-0.145	-5.351	NaN	NaN	NaN
45.22	2.432	0.364	1.503	NaN	NaN	NaN
45.24	-2.005	0.282	1.708	NaN	NaN	NaN
45.26	-0.003	-0.268	0.993	NaN	NaN	NaN
45.28	1.002	-0.007	-2.217	NaN	NaN	NaN
45.3	0.496	-0.673	-2.819	NaN	NaN	NaN
45.32	-0.51	-0.934	-5.103	NaN	NaN	NaN
45.34	1	-0.276	-5.958	NaN	NaN	NaN
45.36	2.511	0.384	0.324	NaN	NaN	NaN
45.38	2.503	-0.689	-3.21	NaN	NaN	NaN
45.4	-1.512	-0.66	-2.143	NaN	NaN	NaN
45.42	0.499	-0.137	-1.843	NaN	NaN	NaN
45.44	0.749	-0.474	-1.93	NaN	NaN	NaN
45.46	0.995	-1.079	-9.922	NaN	NaN	NaN
45.48	-1.791	-0.732	-1.118	NaN	NaN	NaN
45.5	-2.58	-0.936	-4.4	NaN	NaN	NaN
45.52	3.733	0.701	4.35	NaN	NaN	NaN
45.54	0.999	-0.544	-2.23	NaN	NaN	NaN
45.56	2.008	0.253	3.82	NaN	NaN	NaN
45.58	3.301	0.589	4.239	NaN	NaN	NaN
45.6	4.515	-0.166	-0.053	NaN	NaN	NaN
45.62	4.012	-0.297	-1.567	NaN	NaN	NaN
45.64	6.024	0.225	-0.705	NaN	NaN	NaN
45.66	3.01	-0.021	0.705	NaN	NaN	NaN
45.68	0.49	-1.478	-9.936	NaN	NaN	NaN
45.7	-0.003	-0.268	-2.873	NaN	NaN	NaN
45.72	0.498	-0.405	1.059	NaN	NaN	NaN
45.74	-1.674	-0.883	-8.191	NaN	NaN	NaN
45.76	-1.504	0.413	2.695	NaN	NaN	NaN
45.78	-3.318	0.778	6.413	NaN	NaN	NaN
45.8	-2.231	-0.044	3.556	NaN	NaN	NaN
45.82	3.579	0.662	7.816	NaN	NaN	NaN
45.84	-1.433	-0.638	-2.81	NaN	NaN	NaN
45.86	4.521	0.638	2.511	NaN	NaN	NaN
45.88	-0.357	-0.36	-4.144	NaN	NaN	NaN
45.9	-2.52	-1.189	-8.276	NaN	NaN	NaN
45.92	-1.009	-0.529	-1.834	NaN	NaN	NaN
45.94	-0.003	-0.268	1.342	NaN	NaN	NaN
45.96	-2.015	-0.789	-8.65	NaN	NaN	NaN
45.98	0.749	-0.474	-3.361	NaN	NaN	NaN
46	-0.506	-0.399	-6.17	NaN	NaN	NaN
46.02	-1.514	-0.928	-1.381	NaN	NaN	NaN
46.04	-0.003	-0.268	-3.481	NaN	NaN	NaN
46.06	-1.767	-1.261	-14.469	NaN	NaN	NaN
46.08	-2.015	-0.789	-4.698	NaN	NaN	NaN
46.1	-2.015	-0.789	-4.843	NaN	NaN	NaN
46.12	-1.508	-0.392	-2.09	NaN	NaN	NaN
46.14	-2.015	-0.789	-3.496	NaN	NaN	NaN
46.16	-2.58	-0.936	-4.973	NaN	NaN	NaN
46.18	-2.009	-0.253	-1.59	NaN	NaN	NaN
46.2	3.266	0.58	2.186	NaN	NaN	NaN
46.22	-1.013	-1.065	-5.064	NaN	NaN	NaN
46.24	-1.013	-1.065	-5.973	NaN	NaN	NaN
46.26	3.016	0.515	4.481	NaN	NaN	NaN
46.28	1	-0.544	-4.29	NaN	NaN	NaN
46.3	-2.016	-0.79	-2.764	NaN	NaN	NaN
46.32	-0.007	-0.804	-3.518	NaN	NaN	NaN
46.34	-0.762	-1.001	-4.913	NaN	NaN	NaN
46.36	-0.506	-0.399	-1.006	NaN	NaN	NaN
46.38	-2.016	-0.79	-3.498	NaN	NaN	NaN
46.4	-6.024	0.312	2.898	NaN	NaN	NaN
46.42	-2.016	-0.79	-4.234	NaN	NaN	NaN
46.44	-4.019	-0.239	-1.593	NaN	NaN	NaN
46.46	-1.513	-0.66	-0.674	NaN	NaN	NaN
46.48	-1.263	-0.862	-3.857	NaN	NaN	NaN
46.5	-0.762	-1.001	-4.86	NaN	NaN	NaN
46.52	-2.016	-0.79	-4.191	NaN	NaN	NaN
46.54	-1.451	-0.946	-4.255	NaN	NaN	NaN
46.56	0.749	-0.474	-1.728	NaN	NaN	NaN
46.58	-1.498	1.217	8.741	NaN	NaN	NaN
46.6	1.003	-0.007	-0.008	NaN	NaN	NaN
46.62	2.51	0.116	-0.795	NaN	NaN	NaN
46.64	1.247	-1.015	-5.301	NaN	NaN	NaN
46.66	2.003	-0.819	-4.202	NaN	NaN	NaN
46.68	3.012	-0.021	0.563	NaN	NaN	NaN
46.7	2.003	-0.819	-4.233	NaN	NaN	NaN
46.72	-1.264	-0.997	-5.048	NaN	NaN	NaN
46.74	-2.016	-0.79	-4.269	NaN	NaN	NaN
46.76	-1.765	-0.859	-1.364	NaN	NaN	NaN
46.78	-1.009	-0.529	-2.441	NaN	NaN	NaN
46.8	-0.003	-0.268	-0.707	NaN	NaN	NaN
46.82	-0.508	-0.667	-3.061	NaN	NaN	NaN
46.84	0.272	-0.881	-3.912	NaN	NaN	NaN
46.86	1.501	-0.681	-2.831	NaN	NaN	NaN
46.88	0.495	-0.943	-1.745	NaN	NaN	NaN
46.9	-0.009	-1.073	-5.353	NaN	NaN	NaN
46.92	-1.009	-0.529	-2.102	NaN	NaN	NaN
46.94	-0.011	-1.341	-5.91	NaN	NaN	NaN
46.96	4.018	0.239	5.661	NaN	NaN	NaN
46.98	4.022	0.776	5.238	NaN	NaN	NaN
47	-0.009	-1.073	0.23	NaN	NaN	NaN
47.02	-1.009	-0.529	-5.022	NaN	NaN	NaN
47.04	-0.758	-0.464	-6.828	NaN	NaN	NaN
47.06	0.249	-0.202	-5.127	NaN	NaN	NaN
47.08	3.07	-0.441	-5.171	NaN	NaN	NaN
47.1	0.249	-0.202	-5.003	NaN	NaN	NaN
47.12	1.506	0.123	-4.346	NaN	NaN	NaN
47.14	1.506	0.123	-4.346	NaN	NaN	NaN
47.16	1.757	0.189	-2.504	NaN	NaN	NaN
47.18	2.003	-0.819	-4.601	NaN	NaN	NaN
47.2	-0.82	-0.581	-3.284	NaN	NaN	NaN
47.22	-0.003	-0.268	-1.969	NaN	NaN	NaN
47.24	5.586	0.11	1.158	NaN	NaN	NaN
47.26	-0.257	-0.736	-6.46	NaN	NaN	NaN
47.28	-0.003	-0.268	-4.002	NaN	NaN	NaN
47.3	-0.003	-0.268	-2.874	NaN	NaN	NaN
47.32	-0.508	-0.667	-6.451	NaN	NaN	NaN
47.34	-0.003	-0.268	-3.231	NaN	NaN	NaN
47.36	-0.003	-0.268	-1.028	NaN	NaN	NaN
47.38	-0.003	-0.268	-1.533	NaN	NaN	NaN
47.4	-0.254	-0.199	-2.387	NaN	NaN	NaN
47.42	3.511	-0.428	-6.596	NaN	NaN	NaN
47.44	4.022	0.776	2.032	NaN	NaN	NaN
47.46	-2.519	-0.92	-6.72	NaN	NaN	NaN
47.48	-0.255	-0.333	-5.081	NaN	NaN	NaN
47.5	0.498	-0.405	-3.351	NaN	NaN	NaN
47.52	-0.514	-1.472	-10.212	NaN	NaN	NaN
47.54	3.77	0.711	1.27	NaN	NaN	NaN
47.56	-2.016	-0.79	-6.911	NaN	NaN	NaN
47.58	-2.016	-0.79	-3.846	NaN	NaN	NaN
47.6	3.436	0.088	0.192	NaN	NaN	NaN
47.62	2.507	-0.421	-4.441	NaN	NaN	NaN
47.64	-0.007	-0.804	-3.518	NaN	NaN	NaN
47.66	-0.754	-0.195	0.313	NaN	NaN	NaN
47.68	-1.757	0.079	1.066	NaN	NaN	NaN
47.7	-0.255	-0.333	-5.997	NaN	NaN	NaN
47.72	0.496	-0.674	-3.189	NaN	NaN	NaN
47.74	-0.007	-0.804	-3.733	NaN	NaN	NaN
47.76	2.005	-0.283	-1.059	NaN	NaN	NaN
47.78	-0.003	-0.268	-0.649	NaN	NaN	NaN
47.8	0.498	-0.405	-1.524	NaN	NaN	NaN
47.82	0.714	-0.465	-3.51	NaN	NaN	NaN
47.84	-0.007	-0.804	-3.617	NaN	NaN	NaN
47.86	-2.519	-0.92	-1.988	NaN	NaN	NaN
47.88	0.498	-0.405	-1.823	NaN	NaN	NaN
47.9	0.499	-0.137	-0.749	NaN	NaN	NaN
47.92	-2.509	0.152	-1.064	NaN	NaN	NaN
47.94	0.749	-0.474	-5.369	NaN	NaN	NaN
47.96	0.499	-0.137	-0.749	NaN	NaN	NaN
47.98	-0.003	-0.268	-6.826	NaN	NaN	NaN
48	0.749	-0.474	-5.41	NaN	NaN	NaN
48.02	0.429	-1.227	-8.749	NaN	NaN	NaN
48.04	-2.519	-0.92	-5.75	NaN	NaN	NaN
48.06	-1.261	-0.594	-7.621	NaN	NaN	NaN
48.08	-2.016	-0.79	-9.228	NaN	NaN	NaN
48.1	0.245	-0.739	-6.116	NaN	NaN	NaN
48.12	-1.013	-1.066	-7.309	NaN	NaN	NaN
48.14	-2.016	-0.79	-8.491	NaN	NaN	NaN
48.16	-0.007	-0.804	-7.038	NaN	NaN	NaN
48.18	-0.258	-0.87	-4.087	NaN	NaN	NaN
48.2	-6.276	0.247	-0.969	NaN	NaN	NaN
48.22	-1.513	-0.66	-8.302	NaN	NaN	NaN
48.24	0.496	-0.674	-6.996	NaN	NaN	NaN
48.26	-1.512	-0.66	-6.467	NaN	NaN	NaN
48.28	1.023	-1.206	-8.745	NaN	NaN	NaN
48.3	-2.015	-0.789	-4.886	NaN	NaN	NaN
